cliente_edad,cliente_genero,cliente_estado_civil,numero_hijos_o_dependientes,nivel_educativo,ocupacion_profesion,ingresos_estimados_rango,monto_reserva,metodo_pago,fecha_reserva,tiempo_reserva,lote_ubicacion,fecha_limite,lote_precio,lote_id,manzana,asesor,numero_visitas_proyecto_antes,numero_visitas_proyecto_despues,canal_contacto,tiempo_promedio_decision_antes_compra_dias,nivel_respuesta,promesa_regalo,cerca_avenidas,cerca_colegios,cerca_parques,estado_final,compra_final
29,F,soltero,1,universitario,Arquitecto,3000-5000,500,transferencia,2025-05-16,36,"Avenida de Andrés Palmer, Badajoz",2025-06-21,54912,Villa Los OlivosD33,D,Juan Rojas,1,1,Facebook,5,tardio,sí,1,1,1,reservado,0
65,F,casado,2,tecnico,Abogado,<1500,500,yape,2025-11-11,17,"Via de Zoraida Palmer, Girona",2025-11-28,135136,Residencial SolJ28,J,Ana Torres,1,1,Referido,3,rapido,no,0,1,0,transferido,0
40,F,casado,3,universitario,Comerciante,1500-3000,400,efectivo,2025-03-28,26,"Plaza Nicolás Izquierdo, Ceuta",2025-04-23,153747,Villa Los OlivosF6,F,Ana Torres,1,1,Evento,42,rapido,no,0,0,0,reservado,0
57,M,casado,3,universitario,Comerciante,<1500,200,efectivo,2025-09-14,53,"Avenida de Conrado Corral, Girona",2025-11-06,142038,Jardines del ValleF50,F,María Gómez,0,1,Instagram,26,tardio,sí,0,1,0,transferido,1
36,M,soltero,3,universitario,Arquitecto,1500-3000,300,tarjeta,2025-07-30,56,"Ronda de Renata Tomas, Córdoba",2025-09-24,96437,Jardines del ValleB10,B,Ana Torres,2,1,WhatsApp,33,rapido,no,1,1,0,transferido,0
61,F,conviviente,0,universitario,Arquitecto,>5000,500,yape,2025-09-01,11,"Rambla de Yaiza Quero, Cuenca",2025-09-12,165281,Residencial SolJ49,J,Luis Pérez,0,2,Página Web,0,tardio,no,0,1,1,transferido,0
47,M,casado,0,secundaria,Abogado,1500-3000,500,efectivo,2025-11-29,30,"Alameda Carlota Querol, Madrid",2025-12-29,64913,Residencial SolE18,E,Ana Torres,2,0,Referido,32,rapido,no,1,0,0,transferido,0
54,M,casado,1,tecnico,Profesor,>5000,500,yape,2025-10-17,45,"Callejón de Amanda Echeverría, Lugo",2025-12-01,134286,Jardines del ValleB40,B,Luis Pérez,0,2,Evento,0,tardio,no,1,1,1,transferido,0
46,M,casado,2,secundaria,Comerciante,<1500,400,efectivo,2025-11-14,52,"Acceso Faustino Alba, Huelva",2026-01-05,114944,Villa Los OlivosC4,C,Ana Torres,2,2,Instagram,22,rapido,no,1,1,0,transferido,0
48,F,soltero,1,tecnico,Abogado,<1500,500,tarjeta,2025-07-26,57,"Calle de Reinaldo Andreu, Santa Cruz de Tenerife",2025-09-21,63727,Residencial SolI34,I,María Gómez,0,1,Referido,2,rapido,no,1,0,0,transferido,0
43,F,casado,3,tecnico,Contador,<1500,500,yape,2025-11-08,28,"Avenida de Elba Carballo, Guipúzcoa",2025-12-06,89419,Jardines del ValleF7,F,Pedro Sánchez,1,3,WhatsApp,45,rapido,sí,0,0,1,transferido,0
33,M,soltero,1,secundaria,Abogado,1500-3000,300,yape,2025-06-06,49,"Paseo de Melchor Abella, Teruel",2025-07-25,83500,Villa Los OlivosC23,C,María Gómez,0,1,Referido,27,rapido,sí,1,1,0,reservado,0
48,F,soltero,3,postgrado,Doctor,3000-5000,300,efectivo,2025-12-09,21,"Pasaje Chelo Barriga, Ciudad",2025-12-30,100333,Villa Los OlivosG33,G,Juan Rojas,0,1,Página Web,43,rapido,sí,1,1,1,transferido,1
46,M,casado,1,tecnico,Comerciante,3000-5000,100,efectivo,2025-01-07,60,"Rambla Florentino Sandoval, Valencia",2025-03-08,97407,Jardines del ValleB19,B,Luis Pérez,1,0,Instagram,29,tardio,sí,1,1,0,reservado,0
40,F,divorciado,4,universitario,Comerciante,3000-5000,400,transferencia,2025-03-11,41,"Cañada Aurelia Arana, Zaragoza",2025-04-21,111342,Villa Los OlivosH3,H,Juan Rojas,0,1,WhatsApp,16,tardio,sí,0,0,1,reservado,0
54,F,soltero,3,postgrado,Arquitecto,1500-3000,300,yape,2025-12-07,17,"Paseo de Jessica Alvarado, Ciudad",2025-12-24,159749,Residencial SolH13,H,Pedro Sánchez,0,4,Evento,45,rapido,sí,0,1,0,transferido,1
48,M,casado,1,tecnico,Contador,3000-5000,100,yape,2025-02-19,12,"Cuesta Victor Manuel Castro, Zamora",2025-03-03,124727,Villa Los OlivosC17,C,Ana Torres,1,1,Evento,34,tardio,sí,1,1,1,reservado,0
30,M,casado,2,tecnico,Arquitecto,<1500,200,yape,2025-10-23,10,"Avenida Mercedes Seco, Sevilla",2025-11-02,158762,Residencial SolH33,H,Ana Torres,0,1,Página Web,28,tardio,no,0,1,1,transferido,0
48,M,soltero,3,tecnico,Ingeniero,<1500,400,efectivo,2025-04-18,15,"Ronda de Evelia Mínguez, Burgos",2025-05-03,88285,Villa Los OlivosF16,F,María Gómez,0,2,Facebook,16,tardio,sí,1,0,0,transferido,1
53,M,casado,0,tecnico,Ingeniero,3000-5000,200,yape,2025-03-24,42,"Paseo Lope Ropero, Almería",2025-05-05,89195,Residencial SolH45,H,Luis Pérez,1,1,Página Web,31,rapido,no,0,0,1,reservado,0
28,M,casado,4,universitario,Profesor,<1500,300,efectivo,2025-04-14,14,"Paseo de Sara Cañas, Lugo",2025-04-28,66464,Jardines del ValleE16,E,Juan Rojas,0,1,Evento,37,rapido,no,0,0,1,transferido,0
34,F,soltero,3,secundaria,Profesor,3000-5000,500,tarjeta,2025-04-19,43,"Calle de Manu Perea, Vizcaya",2025-06-01,113062,Villa Los OlivosI2,I,María Gómez,0,2,Evento,27,rapido,no,1,1,0,reservado,0
58,M,soltero,0,secundaria,Profesor,3000-5000,300,efectivo,2025-03-25,30,"Pasaje de Paola Abad, Las Palmas",2025-04-24,151418,Jardines del ValleB34,B,Ana Torres,2,2,Referido,25,tardio,no,1,0,1,transferido,0
40,M,soltero,2,universitario,Arquitecto,<1500,100,transferencia,2025-02-27,9,"Camino Mariano Acero, Cuenca",2025-03-08,84972,Villa Los OlivosA23,A,María Gómez,0,0,WhatsApp,5,rapido,no,1,0,0,transferido,0
55,M,soltero,0,tecnico,Arquitecto,1500-3000,200,yape,2025-12-13,25,"Paseo de Valeria Cano, Zaragoza",2026-01-07,59695,Villa Los OlivosF42,F,Juan Rojas,0,1,Facebook,17,tardio,sí,1,1,0,transferido,0
57,F,casado,4,tecnico,Arquitecto,3000-5000,300,transferencia,2025-03-23,55,"Via Herminia Ruano, Navarra",2025-05-17,59599,Jardines del ValleD3,D,María Gómez,1,0,Referido,11,rapido,sí,0,0,0,transferido,1
42,M,soltero,4,tecnico,Arquitecto,>5000,100,transferencia,2025-09-30,31,"Rambla de Joan Herrera, La Rioja",2025-10-31,165274,Residencial SolF50,F,Juan Rojas,1,0,Referido,11,rapido,no,1,1,1,transferido,0
58,F,viudo,3,tecnico,Arquitecto,3000-5000,400,transferencia,2025-03-26,34,"Calle de Clementina Acero, Guadalajara",2025-04-29,70690,Jardines del ValleH45,H,Juan Rojas,2,1,WhatsApp,39,tardio,sí,0,0,1,reservado,1
45,F,soltero,3,universitario,Abogado,>5000,100,efectivo,2025-06-03,51,"Pasadizo Danilo Varela, Ávila",2025-07-24,93684,Villa Los OlivosE21,E,Juan Rojas,1,1,Evento,6,rapido,no,1,0,1,transferido,0
42,M,casado,3,secundaria,Ingeniero,3000-5000,300,yape,2025-08-22,39,"Pasadizo Xiomara Sanchez, Zaragoza",2025-09-30,145239,Residencial SolH3,H,Juan Rojas,2,2,WhatsApp,13,rapido,sí,0,0,1,transferido,0
33,M,soltero,0,tecnico,Doctor,1500-3000,400,efectivo,2025-04-16,31,"Rambla Diana Monreal, Murcia",2025-05-17,144935,Jardines del ValleC39,C,María Gómez,0,2,WhatsApp,7,rapido,sí,1,1,0,transferido,0
48,F,soltero,2,secundaria,Arquitecto,<1500,400,transferencia,2025-05-22,30,"Callejón Carmelita Álamo, Salamanca",2025-06-21,188794,Villa Los OlivosC44,C,Luis Pérez,1,4,Evento,45,rapido,no,1,1,0,transferido,0
36,F,conviviente,4,postgrado,Comerciante,1500-3000,100,efectivo,2025-04-02,56,"C. Lucía Guzman, Huelva",2025-05-28,118623,Residencial SolE16,E,Ana Torres,1,1,Evento,30,tardio,no,0,1,1,reservado,0
56,M,soltero,4,tecnico,Ingeniero,1500-3000,500,transferencia,2025-04-15,52,"Urbanización Alfonso Amat, La Rioja",2025-06-06,95260,Villa Los OlivosH14,H,Juan Rojas,0,1,Facebook,19,rapido,no,0,1,1,reservado,1
60,F,soltero,4,universitario,Abogado,<1500,300,efectivo,2025-01-10,39,"Callejón Danilo Marín, Zamora",2025-02-18,144763,Jardines del ValleF43,F,Luis Pérez,0,4,Instagram,50,tardio,sí,1,1,0,reservado,1
26,F,soltero,3,universitario,Comerciante,1500-3000,200,yape,2025-10-19,15,"C. Adán Barrio, Cádiz",2025-11-03,194610,Jardines del ValleD9,D,Juan Rojas,0,4,Página Web,50,tardio,sí,1,1,1,transferido,0
51,M,casado,1,secundaria,Doctor,3000-5000,400,yape,2025-12-06,36,"Avenida Consuela Colomer, Barcelona",2026-01-11,167958,Jardines del ValleE26,E,Ana Torres,0,2,WhatsApp,42,tardio,no,0,0,1,transferido,0
33,F,conviviente,1,tecnico,Comerciante,<1500,500,tarjeta,2025-02-20,16,"C. Sol Tejada, Sevilla",2025-03-08,185817,Jardines del ValleI41,I,Ana Torres,0,0,Facebook,16,tardio,no,0,1,1,reservado,0
58,F,conviviente,2,universitario,Arquitecto,<1500,200,transferencia,2025-10-01,24,"Via de Sebastian Sastre, Huesca",2025-10-25,194399,Jardines del ValleC21,C,Luis Pérez,1,1,Página Web,2,rapido,sí,0,1,1,transferido,0
57,M,soltero,2,tecnico,Comerciante,1500-3000,500,efectivo,2025-03-12,60,"Acceso Daniela Mendez, Guadalajara",2025-05-11,138504,Villa Los OlivosE40,E,Luis Pérez,1,2,Instagram,21,rapido,sí,1,0,0,transferido,0
38,F,casado,2,secundaria,Comerciante,3000-5000,500,transferencia,2025-01-22,25,"Cañada de Anna Espinosa, Madrid",2025-02-16,193019,Jardines del ValleB3,B,Juan Rojas,0,0,Facebook,33,rapido,no,1,1,0,reservado,0
54,M,conviviente,3,universitario,Contador,1500-3000,400,transferencia,2025-11-28,37,"Ronda Gala Giménez, Cuenca",2026-01-04,158952,Residencial SolD44,D,Juan Rojas,1,1,Instagram,43,rapido,no,0,1,1,transferido,1
45,F,casado,1,tecnico,Profesor,<1500,200,transferencia,2025-05-13,13,"Calle Bonifacio Polo, Badajoz",2025-05-26,197233,Jardines del ValleF39,F,Pedro Sánchez,0,2,Página Web,28,tardio,no,0,1,1,transferido,0
40,M,casado,1,postgrado,Ingeniero,<1500,300,yape,2025-04-27,22,"Pasaje Pepe Muñoz, Badajoz",2025-05-19,159611,Jardines del ValleH8,H,Juan Rojas,1,1,Página Web,0,sin_respuesta,sí,0,1,1,transferido,0
35,F,soltero,2,universitario,Comerciante,>5000,300,tarjeta,2025-07-31,8,"Alameda Loreto Gálvez, Cantabria",2025-08-08,180382,Residencial SolJ47,J,María Gómez,1,2,Referido,9,rapido,sí,1,0,1,transferido,0
62,F,soltero,1,universitario,Ingeniero,3000-5000,200,tarjeta,2025-01-27,25,"Camino de Osvaldo Godoy, León",2025-02-21,173361,Residencial SolI30,I,Juan Rojas,0,2,Página Web,24,rapido,sí,0,0,1,transferido,0
50,F,casado,1,secundaria,Ingeniero,1500-3000,300,transferencia,2025-10-25,19,"Ronda Edelmira Gonzalez, Soria",2025-11-13,197276,Jardines del ValleG9,G,Pedro Sánchez,1,1,Facebook,35,rapido,no,0,0,0,transferido,0
60,F,casado,4,tecnico,Arquitecto,1500-3000,400,yape,2025-09-29,15,"Rambla de Jessica Romeu, Alicante",2025-10-14,81145,Villa Los OlivosE5,E,Pedro Sánchez,2,1,WhatsApp,15,tardio,sí,1,1,0,transferido,1
34,M,casado,4,tecnico,Comerciante,<1500,500,transferencia,2025-03-07,9,"Rambla Albano Pombo, Baleares",2025-03-16,60552,Residencial SolF22,F,Pedro Sánchez,1,1,Referido,46,rapido,sí,0,0,1,reservado,0
34,M,casado,0,tecnico,Abogado,1500-3000,500,yape,2025-02-23,46,"Avenida de Guillermo Amaya, Teruel",2025-04-10,153010,Jardines del ValleF31,F,Luis Pérez,0,1,Página Web,33,sin_respuesta,no,1,0,0,transferido,0
61,F,soltero,2,tecnico,Profesor,1500-3000,500,yape,2025-12-03,50,"Rambla de Antonia Torrent, Cuenca",2026-01-22,136832,Villa Los OlivosF33,F,María Gómez,1,0,Facebook,7,tardio,sí,1,1,1,transferido,0
41,M,casado,0,secundaria,Contador,1500-3000,100,yape,2025-04-19,40,"Paseo Plácido Antón, Zaragoza",2025-05-29,94698,Residencial SolJ20,J,Juan Rojas,0,1,Evento,14,tardio,no,0,0,0,reservado,0
37,M,soltero,2,tecnico,Profesor,3000-5000,500,efectivo,2025-10-26,51,"C. Rubén Guerrero, Soria",2025-12-16,158255,Jardines del ValleD3,D,Luis Pérez,1,1,Referido,2,tardio,sí,1,0,0,transferido,0
28,M,soltero,0,secundaria,Comerciante,1500-3000,500,yape,2025-06-17,40,"Alameda Sofía Ocaña, Santa Cruz de Tenerife",2025-07-27,175402,Residencial SolI50,I,María Gómez,1,1,Evento,30,sin_respuesta,no,1,0,1,reservado,0
59,F,soltero,2,tecnico,Contador,<1500,500,transferencia,2025-07-13,19,"Plaza de Esther Porras, Cantabria",2025-08-01,176924,Residencial SolC30,C,María Gómez,2,2,WhatsApp,20,rapido,sí,1,1,0,transferido,0
43,M,divorciado,1,tecnico,Contador,<1500,200,transferencia,2025-12-15,29,"Plaza de Piedad Ramos, León",2026-01-13,175777,Residencial SolI20,I,María Gómez,3,0,Referido,29,tardio,no,0,0,0,transferido,0
50,F,casado,2,universitario,Arquitecto,3000-5000,500,yape,2025-05-19,25,"Alameda Narciso Martorell, Huesca",2025-06-13,61027,Residencial SolB37,B,María Gómez,0,2,Instagram,9,tardio,sí,1,0,0,transferido,0
38,M,conviviente,4,secundaria,Arquitecto,3000-5000,300,yape,2025-02-17,15,"Avenida de Fabián Monreal, Navarra",2025-03-04,121203,Residencial SolH42,H,Pedro Sánchez,2,4,Página Web,40,tardio,sí,0,1,0,transferido,0
58,M,soltero,2,secundaria,Contador,<1500,200,efectivo,2025-04-25,28,"Cañada Donato Carrera, Córdoba",2025-05-23,158344,Villa Los OlivosJ16,J,Ana Torres,0,1,Facebook,34,sin_respuesta,no,1,1,0,reservado,0
51,F,casado,3,secundaria,Profesor,3000-5000,500,tarjeta,2025-10-13,25,"Avenida Teodoro Meléndez, Ávila",2025-11-07,134192,Jardines del ValleC1,C,María Gómez,0,2,Instagram,41,tardio,sí,1,1,0,transferido,1
36,F,soltero,1,universitario,Arquitecto,1500-3000,500,efectivo,2025-06-01,18,"Cañada Pepito Calzada, Albacete",2025-06-19,179861,Jardines del ValleJ15,J,Juan Rojas,0,2,Facebook,36,tardio,no,1,1,1,transferido,0
46,F,casado,0,secundaria,Profesor,1500-3000,500,efectivo,2025-03-02,15,"Urbanización de Delfina Gálvez, Valencia",2025-03-17,179476,Jardines del ValleA20,A,Pedro Sánchez,0,1,Evento,13,tardio,no,0,0,0,reservado,0
54,F,soltero,4,universitario,Contador,1500-3000,300,tarjeta,2025-08-06,43,"Cañada Lucio Córdoba, Murcia",2025-09-18,127338,Residencial SolD8,D,María Gómez,2,0,Facebook,33,tardio,sí,1,1,0,transferido,1
57,F,soltero,3,secundaria,Ingeniero,<1500,400,yape,2025-04-20,15,"Callejón Ángel Vilalta, Burgos",2025-05-05,98439,Jardines del ValleJ41,J,Ana Torres,0,0,WhatsApp,7,sin_respuesta,no,1,0,1,reservado,1
40,F,casado,0,secundaria,Arquitecto,1500-3000,300,yape,2025-10-23,23,"Callejón Ana Sofía Espinosa, Ciudad",2025-11-15,52997,Residencial SolD1,D,María Gómez,1,3,Página Web,20,tardio,no,0,0,1,transferido,0
44,M,soltero,2,tecnico,Profesor,>5000,100,yape,2025-05-03,47,"Paseo de Juana Campoy, Toledo",2025-06-19,80779,Villa Los OlivosD4,D,María Gómez,0,1,Evento,11,tardio,no,1,1,1,transferido,0
55,M,soltero,4,tecnico,Profesor,1500-3000,200,tarjeta,2025-11-09,51,"Glorieta Buenaventura Haro, Melilla",2025-12-30,159011,Residencial SolJ15,J,María Gómez,1,1,Evento,38,tardio,no,1,1,1,transferido,1
58,F,soltero,4,secundaria,Comerciante,1500-3000,200,efectivo,2025-10-02,14,"Cuesta Hilario Bello, Jaén",2025-10-16,197893,Villa Los OlivosD49,D,Ana Torres,1,3,Página Web,9,tardio,sí,1,1,1,transferido,1
35,F,casado,1,postgrado,Arquitecto,1500-3000,500,tarjeta,2025-05-20,52,"Urbanización de Bonifacio Díez, Huelva",2025-07-11,103844,Villa Los OlivosI13,I,Ana Torres,1,1,Referido,30,sin_respuesta,no,0,1,1,transferido,0
33,F,soltero,1,tecnico,Profesor,3000-5000,100,yape,2025-07-24,50,"Glorieta Leonel Miralles, León",2025-09-12,171209,Jardines del ValleI29,I,Pedro Sánchez,1,1,Facebook,30,rapido,no,1,1,1,transferido,0
38,M,conviviente,3,secundaria,Ingeniero,3000-5000,300,efectivo,2025-07-28,10,"Via de Ale Torrens, Burgos",2025-08-07,191862,Villa Los OlivosA26,A,Ana Torres,2,1,Página Web,2,rapido,sí,0,0,0,reservado,0
33,F,casado,3,tecnico,Abogado,3000-5000,400,tarjeta,2025-05-26,12,"Alameda de Lalo Mulet, Almería",2025-06-07,148473,Residencial SolA19,A,Juan Rojas,2,1,Referido,37,tardio,sí,1,1,1,transferido,0
58,M,casado,1,universitario,Contador,<1500,200,yape,2025-01-31,36,"Pasadizo Irene Nevado, Teruel",2025-03-08,128214,Villa Los OlivosF8,F,Ana Torres,1,2,Facebook,30,rapido,no,0,1,1,reservado,0
47,M,casado,1,universitario,Abogado,1500-3000,200,yape,2025-10-21,58,"Pasadizo de Edelmiro Folch, Granada",2025-12-18,58445,Villa Los OlivosG15,G,Ana Torres,3,1,WhatsApp,43,tardio,no,0,0,1,transferido,0
31,M,casado,3,secundaria,Profesor,3000-5000,200,efectivo,2025-02-25,54,"Urbanización de Lorenza Valentín, Badajoz",2025-04-20,114155,Villa Los OlivosA16,A,Ana Torres,1,3,WhatsApp,30,rapido,sí,0,1,0,reservado,0
28,M,soltero,2,universitario,Comerciante,>5000,500,tarjeta,2025-09-13,43,"Vial de Guillermo Flor, Teruel",2025-10-26,133598,Residencial SolH15,H,Pedro Sánchez,0,2,Instagram,0,tardio,no,1,0,1,transferido,0
51,F,casado,2,tecnico,Abogado,3000-5000,500,tarjeta,2025-02-24,47,"Alameda de Áurea Riera, Cádiz",2025-04-12,95910,Jardines del ValleE10,E,Pedro Sánchez,2,1,Evento,16,tardio,no,0,0,1,transferido,0
58,F,viudo,1,secundaria,Contador,3000-5000,300,yape,2025-04-09,31,"Alameda Valeria Fuertes, Huesca",2025-05-10,128613,Villa Los OlivosH4,H,Luis Pérez,0,1,Referido,20,rapido,sí,0,0,1,reservado,0
34,F,casado,2,secundaria,Ingeniero,3000-5000,200,transferencia,2025-05-31,40,"Ronda de Guillermo Plana, Guipúzcoa",2025-07-10,196089,Villa Los OlivosH16,H,Juan Rojas,2,2,Referido,39,rapido,sí,0,1,0,transferido,0
30,F,conviviente,1,tecnico,Arquitecto,1500-3000,200,transferencia,2025-12-20,10,"Camino Saturnina Bosch, Salamanca",2025-12-30,99933,Residencial SolD17,D,Pedro Sánchez,2,2,Facebook,9,tardio,no,0,1,0,transferido,0
37,M,soltero,2,postgrado,Profesor,1500-3000,100,efectivo,2025-12-13,20,"Glorieta Natalia Portero, Asturias",2026-01-02,54019,Residencial SolJ39,J,María Gómez,0,1,Página Web,29,rapido,sí,1,1,1,transferido,0
63,M,soltero,3,secundaria,Profesor,1500-3000,400,tarjeta,2025-10-26,31,"Urbanización Maricela Duque, Alicante",2025-11-26,124202,Villa Los OlivosB48,B,María Gómez,3,1,Evento,34,rapido,no,1,1,0,transferido,1
57,F,soltero,1,postgrado,Profesor,<1500,300,transferencia,2025-08-13,20,"Glorieta de Gema Corbacho, Badajoz",2025-09-02,133947,Villa Los OlivosF20,F,Juan Rojas,1,1,WhatsApp,28,sin_respuesta,no,1,1,1,transferido,0
34,M,casado,2,tecnico,Abogado,<1500,500,tarjeta,2025-05-09,25,"Rambla Inés Asenjo, Soria",2025-06-03,159465,Residencial SolG3,G,Pedro Sánchez,0,0,Evento,14,rapido,sí,0,1,1,transferido,0
56,F,soltero,0,secundaria,Abogado,1500-3000,400,tarjeta,2025-07-11,17,"Paseo René Pont, Teruel",2025-07-28,170803,Jardines del ValleF15,F,Juan Rojas,1,2,Referido,15,rapido,no,1,0,0,reservado,0
36,M,soltero,4,tecnico,Comerciante,3000-5000,500,yape,2025-06-22,33,"Cuesta de Toribio Valero, Lleida",2025-07-25,51673,Jardines del ValleC47,C,Ana Torres,2,1,Facebook,25,rapido,sí,1,1,0,reservado,0
38,F,conviviente,3,tecnico,Abogado,1500-3000,200,efectivo,2025-08-27,49,"Ronda de Lucía Maldonado, Huesca",2025-10-15,176669,Villa Los OlivosD5,D,Pedro Sánchez,1,3,Evento,38,rapido,no,0,1,1,transferido,0
25,M,soltero,2,secundaria,Comerciante,1500-3000,500,yape,2025-08-23,8,"Camino Adela Montero, Málaga",2025-08-31,125153,Jardines del ValleA35,A,Pedro Sánchez,0,2,Página Web,21,rapido,no,1,0,0,transferido,0
40,M,soltero,1,postgrado,Comerciante,1500-3000,500,tarjeta,2025-04-30,57,"Cuesta Héctor Puga, Burgos",2025-06-26,120077,Jardines del ValleB7,B,María Gómez,1,1,Página Web,17,rapido,no,1,1,0,reservado,0
39,F,soltero,1,tecnico,Contador,>5000,400,tarjeta,2025-12-26,32,"Plaza Malena Gallardo, Guadalajara",2026-01-27,74510,Jardines del ValleF26,F,Ana Torres,1,3,Facebook,5,tardio,no,1,1,1,transferido,0
35,M,casado,2,universitario,Profesor,<1500,100,efectivo,2025-11-14,13,"Alameda Nilda Villegas, Teruel",2025-11-27,198335,Residencial SolI31,I,María Gómez,1,0,Referido,23,tardio,sí,0,0,1,transferido,0
42,M,soltero,0,universitario,Ingeniero,1500-3000,500,yape,2025-04-25,49,"Via Juan Antonio Piñol, Barcelona",2025-06-13,197720,Jardines del ValleD45,D,Pedro Sánchez,0,2,Página Web,37,rapido,sí,1,1,1,reservado,0
50,M,casado,4,universitario,Abogado,3000-5000,200,tarjeta,2025-09-22,60,"Urbanización Caridad Díez, Huelva",2025-11-21,198555,Jardines del ValleF2,F,Luis Pérez,2,0,Evento,6,tardio,no,0,0,1,transferido,1
30,F,soltero,3,postgrado,Ingeniero,1500-3000,400,tarjeta,2025-01-13,28,"Pasadizo de Roldán Arana, Tarragona",2025-02-10,69927,Villa Los OlivosI22,I,Luis Pérez,0,0,Referido,30,tardio,no,1,1,0,transferido,0
56,M,conviviente,2,secundaria,Abogado,<1500,300,yape,2025-12-22,50,"Ronda de Carlito Calleja, La Coruña",2026-02-10,98690,Residencial SolA41,A,Juan Rojas,1,0,Referido,36,rapido,no,0,1,0,transferido,0
30,F,viudo,3,tecnico,Doctor,3000-5000,200,efectivo,2025-08-15,27,"Pasaje de Cosme Montoya, Salamanca",2025-09-11,152137,Jardines del ValleJ19,J,Luis Pérez,3,1,WhatsApp,34,rapido,no,0,1,1,transferido,0
48,F,casado,0,universitario,Ingeniero,1500-3000,300,yape,2025-03-05,35,"Cuesta de Rosalía Alfaro, Zamora",2025-04-09,162978,Jardines del ValleB1,B,Luis Pérez,0,0,Facebook,36,rapido,no,1,0,1,transferido,0
63,F,casado,0,tecnico,Arquitecto,1500-3000,300,efectivo,2025-11-28,31,"Acceso Lina Perez, Zamora",2025-12-29,158477,Jardines del ValleA6,A,María Gómez,0,2,Facebook,17,tardio,sí,1,0,0,transferido,0
49,M,conviviente,2,secundaria,Doctor,1500-3000,500,tarjeta,2025-08-23,16,"Cañada de Victor Manuel Varela, Granada",2025-09-08,179269,Villa Los OlivosI16,I,María Gómez,2,3,Página Web,42,sin_respuesta,sí,0,1,1,transferido,0
55,M,soltero,3,tecnico,Abogado,<1500,400,transferencia,2025-10-28,36,"Cuesta de Candela Moya, Córdoba",2025-12-03,101261,Jardines del ValleG18,G,Juan Rojas,1,3,Instagram,43,tardio,sí,1,1,1,transferido,1
64,F,casado,4,universitario,Arquitecto,>5000,400,transferencia,2025-04-14,34,"Rambla de Flora Flores, Asturias",2025-05-18,137749,Jardines del ValleE1,E,Juan Rojas,1,2,Página Web,22,tardio,sí,0,0,0,reservado,1
45,M,conviviente,1,postgrado,Profesor,1500-3000,200,yape,2025-05-17,27,"Glorieta de Mateo Padilla, León",2025-06-13,113550,Residencial SolF39,F,Juan Rojas,0,1,Página Web,35,rapido,no,0,0,0,reservado,0
62,M,soltero,3,secundaria,Contador,3000-5000,100,tarjeta,2025-12-16,52,"C. de Bartolomé Busquets, Ourense",2026-02-06,171011,Residencial SolG24,G,Ana Torres,1,1,Evento,31,tardio,sí,1,0,0,transferido,1
56,M,conviviente,3,universitario,Contador,<1500,100,yape,2025-12-30,52,"Avenida de Diego Pizarro, Melilla",2026-02-20,90407,Residencial SolE45,E,María Gómez,0,0,Instagram,34,rapido,no,0,1,1,transferido,1
62,F,soltero,1,tecnico,Comerciante,1500-3000,500,yape,2025-07-15,9,"Pasaje Ibán Palmer, Ourense",2025-07-24,192513,Residencial SolB29,B,Juan Rojas,1,2,WhatsApp,22,rapido,no,1,1,0,reservado,0
40,F,soltero,4,universitario,Doctor,1500-3000,100,efectivo,2025-11-29,48,"Glorieta Poncio Parra, Palencia",2026-01-16,197644,Villa Los OlivosI39,I,Ana Torres,1,1,Evento,18,sin_respuesta,no,1,0,1,transferido,0
41,M,soltero,1,universitario,Comerciante,3000-5000,100,efectivo,2025-10-09,35,"Paseo Natividad Mayoral, Salamanca",2025-11-13,107942,Residencial SolG7,G,Pedro Sánchez,0,1,Evento,44,rapido,no,1,0,1,transferido,0
